data_broker,model,prompting_strategy,combined_prompting_strategy,pattern_name,status,task_completion,classification_accuracy,explanation_accuracy,is_correct_classification,model_found,actual_found,verification
tapad.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Creating Barriers,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': ""Occasional timeouts and a one-time blank '#/email' render occurred during automated browsing, but links and forms were subsequently reachable and functional.""}"
tapad.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Adding Steps,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': ""Occasional timeouts and a one-time blank '#/email' render occurred during automated browsing, but links and forms were subsequently reachable and functional.""}"
tapad.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Privacy Mazes,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': ""Occasional timeouts and a one-time blank '#/email' render occurred during automated browsing, but links and forms were subsequently reachable and functional.""}"
tapad.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Creating Barriers,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'Intermittent SPA rendering caused the /#/email route to appear blank at times; refreshing and revisiting the portal restored content. No bot-detection or CAPTCHA gates blocked access during evaluation.'}"
tapad.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Adding Steps,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'Intermittent SPA rendering caused the /#/email route to appear blank at times; refreshing and revisiting the portal restored content. No bot-detection or CAPTCHA gates blocked access during evaluation.'}"
tapad.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Privacy Mazes,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'Intermittent SPA rendering caused the /#/email route to appear blank at times; refreshing and revisiting the portal restored content. No bot-detection or CAPTCHA gates blocked access during evaluation.'}"
teamdms.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Creating Barriers,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
teamdms.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Adding Steps,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
teamdms.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Privacy Mazes,found,,Correct,Partial,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
teamdms.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Creating Barriers,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
teamdms.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Adding Steps,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
teamdms.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Privacy Mazes,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
trueopulence.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Creating Barriers,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
trueopulence.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Adding Steps,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
trueopulence.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Privacy Mazes,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
trueopulence.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Creating Barriers,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
trueopulence.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Adding Steps,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
trueopulence.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Privacy Mazes,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
telesign.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Creating Barriers,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
telesign.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Adding Steps,found,,Incorrect,Incorrect,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
telesign.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Privacy Mazes,found,,Incorrect,Incorrect,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
techtarget.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Creating Barriers,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
techtarget.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Adding Steps,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
techtarget.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Privacy Mazes,found,,Incorrect,Incorrect,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
techtarget.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Creating Barriers,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
techtarget.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Adding Steps,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
techtarget.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Privacy Mazes,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
triplelift.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Creating Barriers,found,,Correct,Incorrect,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No CAPTCHA or security blocks encountered; earlier timeouts were automation-related, not site-imposed.'}"
triplelift.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Adding Steps,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No CAPTCHA or security blocks encountered; earlier timeouts were automation-related, not site-imposed.'}"
triplelift.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Privacy Mazes,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No CAPTCHA or security blocks encountered; earlier timeouts were automation-related, not site-imposed.'}"
triplelift.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Creating Barriers,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'One navigation click timed out earlier, but the target policy page was accessible by switching to the new tab; no persistent block or captcha encountered.'}"
triplelift.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Adding Steps,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'One navigation click timed out earlier, but the target policy page was accessible by switching to the new tab; no persistent block or captcha encountered.'}"
triplelift.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Privacy Mazes,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'One navigation click timed out earlier, but the target policy page was accessible by switching to the new tab; no persistent block or captcha encountered.'}"
trestleiq.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Creating Barriers,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': True, 'static_html_findings': 'Page content was extracted to capture exact request instructions and contact details.', 'details': None}"
trestleiq.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Adding Steps,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': True, 'static_html_findings': 'Page content was extracted to capture exact request instructions and contact details.', 'details': None}"
trestleiq.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Privacy Mazes,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': True, 'static_html_findings': 'Page content was extracted to capture exact request instructions and contact details.', 'details': None}"
trestleiq.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Creating Barriers,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
trestleiq.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Adding Steps,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
trestleiq.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Privacy Mazes,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
taboola.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Creating Barriers,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'reCAPTCHA present on DSAR portal; considered bot protection and did not block manual review.'}"
taboola.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Adding Steps,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'reCAPTCHA present on DSAR portal; considered bot protection and did not block manual review.'}"
taboola.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Privacy Mazes,found,,Incorrect,Incorrect,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'reCAPTCHA present on DSAR portal; considered bot protection and did not block manual review.'}"
taboola.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Creating Barriers,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
taboola.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Adding Steps,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
taboola.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Privacy Mazes,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
thedatatrust.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Creating Barriers,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': ""One automation click on 'Authorized Agent: No' failed due to a stale element index; this was an automation artifact, not a site block.""}"
thedatatrust.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Adding Steps,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': ""One automation click on 'Authorized Agent: No' failed due to a stale element index; this was an automation artifact, not a site block.""}"
thedatatrust.com,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Privacy Mazes,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': ""One automation click on 'Authorized Agent: No' failed due to a stale element index; this was an automation artifact, not a site block.""}"
thedatatrust.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Creating Barriers,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': ""An iframe prevented automated extraction once ('iframe not accessible'), but the UI remained visible and interactive; no CAPTCHA or bot checks encountered.""}"
thedatatrust.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Adding Steps,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': ""An iframe prevented automated extraction once ('iframe not accessible'), but the UI remained visible and interactive; no CAPTCHA or bot checks encountered.""}"
thedatatrust.com,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Privacy Mazes,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': ""An iframe prevented automated extraction once ('iframe not accessible'), but the UI remained visible and interactive; no CAPTCHA or bot checks encountered.""}"
truedata.co,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Creating Barriers,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
truedata.co,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Adding Steps,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
truedata.co,gpt-5,obstruction_regulator_role_few_shot_scenarios,Few shot + Role,Privacy Mazes,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
truedata.co,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Creating Barriers,found,,Correct,Partial,True,True,True,
truedata.co,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Adding Steps,found,,Correct,Correct,True,True,True,
truedata.co,gpt-5,obstruction_few_shot_regulator_role_with_CoT,Few shot + Role + CoT,Privacy Mazes,not found,,Correct,Correct,True,False,False,
tunnldata.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
tunnldata.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
tunnldata.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
truepeoplesearch.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
truepeoplesearch.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
truepeoplesearch.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
terminus.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'A reCAPTCHA prompt is present on the DSR form (“Complete the security check to continue.”), but no verification or blocking occurred since no submission was attempted.'}"
terminus.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,found,,Correct,Incorrect,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'A reCAPTCHA prompt is present on the DSR form (“Complete the security check to continue.”), but no verification or blocking occurred since no submission was attempted.'}"
terminus.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'A reCAPTCHA prompt is present on the DSR form (“Complete the security check to continue.”), but no verification or blocking occurred since no submission was attempted.'}"
truthfinder.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
truthfinder.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
truthfinder.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
targetsmart.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'One navigation attempt timed out but subsequent attempts succeeded; no anti-bot or verification blocks encountered.'}"
targetsmart.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'One navigation attempt timed out but subsequent attempts succeeded; no anti-bot or verification blocks encountered.'}"
targetsmart.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'One navigation attempt timed out but subsequent attempts succeeded; no anti-bot or verification blocks encountered.'}"
thinkdatagroup.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'Normal access; reCAPTCHA badge present but no challenge triggered.'}"
thinkdatagroup.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'Normal access; reCAPTCHA badge present but no challenge triggered.'}"
thinkdatagroup.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'Normal access; reCAPTCHA badge present but no challenge triggered.'}"
thedatagroup.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
thedatagroup.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
thedatagroup.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
trueblueanalytics.org,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
trueblueanalytics.org,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
trueblueanalytics.org,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
thomsonreuters.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No CAPTCHA or bot-detection blocks encountered; one earlier navigation timeout recovered by switching tabs.'}"
thomsonreuters.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No CAPTCHA or bot-detection blocks encountered; one earlier navigation timeout recovered by switching tabs.'}"
thomsonreuters.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,found,,Incorrect,Incorrect,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No CAPTCHA or bot-detection blocks encountered; one earlier navigation timeout recovered by switching tabs.'}"
theworknumber.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
theworknumber.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Hidden Information,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
theworknumber.com,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
throtle.io,gpt-5,interface_interference_regulator_role_few_shot_scenarios,Few shot + Role,Visual Prominence,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No CAPTCHAs or checks blocked viewing the form; a CAPTCHA is required for submission, but we did not submit.'}"
