pattern_name,data_broker,time_stamp,status,file_path,is_successful,blocked,block_category
Hidden Information,liveintent.com,20260210-050812,not found,../../browser_history_output/liveintent.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-050812,True,False,no_blocking
Visual Prominence,liveintent.com,20260210-050812,not found,../../browser_history_output/liveintent.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-050812,True,False,no_blocking
Feedforward Ambiguity,liveintent.com,20260210-050812,not found,../../browser_history_output/liveintent.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-050812,True,False,no_blocking
Dead Ends,liveintent.com,20260205-000541,not found,../../browser_history_output/liveintent.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-000541,True,False,no_blocking
Creating Barriers,liveintent.com,20260205-000541,found,../../browser_history_output/liveintent.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-000541,True,False,no_blocking
Adding Steps,liveintent.com,20260205-000541,not found,../../browser_history_output/liveintent.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-000541,True,False,no_blocking
Privacy Mazes,liveintent.com,20260205-000541,not found,../../browser_history_output/liveintent.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-000541,True,False,no_blocking
Conflicting Information,liveintent.com,20260210-084343,not found,../../browser_history_output/liveintent.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-084343,True,True,content_access_limitation
Information Without Context,liveintent.com,20260210-084343,not found,../../browser_history_output/liveintent.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-084343,True,True,content_access_limitation
Forced Registration,liveintent.com,20260210-084343,not found,../../browser_history_output/liveintent.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-084343,True,True,content_access_limitation
Bad Defaults,liveintent.com,20260210-084343,not found,../../browser_history_output/liveintent.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-084343,True,True,content_access_limitation
Choice Overload,liveintent.com,20260210-084343,not found,../../browser_history_output/liveintent.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-084343,True,True,content_access_limitation
Hidden Information,bbdirect.com,20260213-014408,found,../../browser_history_output/bbdirect.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-014408,True,False,no_blocking
Visual Prominence,bbdirect.com,20260213-014408,found,../../browser_history_output/bbdirect.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-014408,True,False,no_blocking
Feedforward Ambiguity,bbdirect.com,20260213-014408,found,../../browser_history_output/bbdirect.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-014408,True,False,no_blocking
Dead Ends,bbdirect.com,20260207-054519,found,../../browser_history_output/bbdirect.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-054519,True,False,no_blocking
Creating Barriers,bbdirect.com,20260207-054519,not found,../../browser_history_output/bbdirect.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-054519,True,False,no_blocking
Adding Steps,bbdirect.com,20260207-054519,not found,../../browser_history_output/bbdirect.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-054519,True,False,no_blocking
Privacy Mazes,bbdirect.com,20260207-054519,not found,../../browser_history_output/bbdirect.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-054519,True,False,no_blocking
Conflicting Information,bbdirect.com,20260212-121541,not found,../../browser_history_output/bbdirect.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-121541,True,False,no_blocking
Information Without Context,bbdirect.com,20260212-121541,found,../../browser_history_output/bbdirect.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-121541,True,False,no_blocking
Forced Registration,bbdirect.com,20260212-121541,not found,../../browser_history_output/bbdirect.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-121541,True,False,no_blocking
Bad Defaults,bbdirect.com,20260212-121541,not found,../../browser_history_output/bbdirect.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-121541,True,False,no_blocking
Choice Overload,bbdirect.com,20260212-121541,not found,../../browser_history_output/bbdirect.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-121541,True,False,no_blocking
Hidden Information,datasys.com,20260213-175806,found,../../browser_history_output/datasys.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-175806,True,False,no_blocking
Visual Prominence,datasys.com,20260213-175806,not found,../../browser_history_output/datasys.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-175806,True,False,no_blocking
Feedforward Ambiguity,datasys.com,20260213-175806,found,../../browser_history_output/datasys.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-175806,True,False,no_blocking
Dead Ends,datasys.com,20260207-222805,not found,../../browser_history_output/datasys.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-222805,True,False,no_blocking
Creating Barriers,datasys.com,20260207-222805,not found,../../browser_history_output/datasys.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-222805,True,False,no_blocking
Adding Steps,datasys.com,20260207-222805,not found,../../browser_history_output/datasys.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-222805,True,False,no_blocking
Privacy Mazes,datasys.com,20260207-222805,not found,../../browser_history_output/datasys.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-222805,True,False,no_blocking
Conflicting Information,datasys.com,20260213-043249,not found,../../browser_history_output/datasys.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-043249,True,False,no_blocking
Information Without Context,datasys.com,20260213-043249,found,../../browser_history_output/datasys.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-043249,True,False,no_blocking
Forced Registration,datasys.com,20260213-043249,not found,../../browser_history_output/datasys.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-043249,True,False,no_blocking
Bad Defaults,datasys.com,20260213-043249,not found,../../browser_history_output/datasys.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-043249,True,False,no_blocking
Choice Overload,datasys.com,20260213-043249,not found,../../browser_history_output/datasys.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-043249,True,False,no_blocking
Hidden Information,grassrootsanalytics.com,20260211-211604,found,../../browser_history_output/grassrootsanalytics.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-211604,True,False,no_blocking
Visual Prominence,grassrootsanalytics.com,20260211-211604,not found,../../browser_history_output/grassrootsanalytics.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-211604,True,False,no_blocking
Feedforward Ambiguity,grassrootsanalytics.com,20260211-211604,not found,../../browser_history_output/grassrootsanalytics.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-211604,True,False,no_blocking
Dead Ends,grassrootsanalytics.com,20260205-222855,not found,../../browser_history_output/grassrootsanalytics.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-222855,True,False,no_blocking
Creating Barriers,grassrootsanalytics.com,20260205-222855,not found,../../browser_history_output/grassrootsanalytics.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-222855,True,False,no_blocking
Adding Steps,grassrootsanalytics.com,20260205-222855,not found,../../browser_history_output/grassrootsanalytics.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-222855,True,False,no_blocking
Privacy Mazes,grassrootsanalytics.com,20260205-222855,not found,../../browser_history_output/grassrootsanalytics.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-222855,True,False,no_blocking
Conflicting Information,grassrootsanalytics.com,20260211-003308,not found,../../browser_history_output/grassrootsanalytics.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-003308,True,False,no_blocking
Information Without Context,grassrootsanalytics.com,20260211-003308,not found,../../browser_history_output/grassrootsanalytics.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-003308,True,False,no_blocking
Forced Registration,grassrootsanalytics.com,20260211-003308,not found,../../browser_history_output/grassrootsanalytics.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-003308,True,False,no_blocking
Bad Defaults,grassrootsanalytics.com,20260211-003308,not found,../../browser_history_output/grassrootsanalytics.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-003308,True,False,no_blocking
Choice Overload,grassrootsanalytics.com,20260211-003308,not found,../../browser_history_output/grassrootsanalytics.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-003308,True,False,no_blocking
Hidden Information,redmob.io,20260211-064744,found,../../browser_history_output/redmob.io/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-064744,True,False,no_blocking
Visual Prominence,redmob.io,20260211-064744,not found,../../browser_history_output/redmob.io/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-064744,True,False,no_blocking
Feedforward Ambiguity,redmob.io,20260211-064744,not found,../../browser_history_output/redmob.io/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-064744,True,False,no_blocking
Dead Ends,redmob.io,20260205-044825,not found,../../browser_history_output/redmob.io/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-044825,True,False,no_blocking
Creating Barriers,redmob.io,20260205-044825,found,../../browser_history_output/redmob.io/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-044825,True,False,no_blocking
Adding Steps,redmob.io,20260205-044825,not found,../../browser_history_output/redmob.io/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-044825,True,False,no_blocking
Privacy Mazes,redmob.io,20260205-044825,not found,../../browser_history_output/redmob.io/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-044825,True,False,no_blocking
Conflicting Information,redmob.io,20260209-165850,not found,../../browser_history_output/redmob.io/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-165850,True,False,no_blocking
Information Without Context,redmob.io,20260209-165850,found,../../browser_history_output/redmob.io/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-165850,True,False,no_blocking
Forced Registration,redmob.io,20260209-165850,not found,../../browser_history_output/redmob.io/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-165850,True,False,no_blocking
Bad Defaults,redmob.io,20260209-165850,not found,../../browser_history_output/redmob.io/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-165850,True,False,no_blocking
Choice Overload,redmob.io,20260209-165850,not found,../../browser_history_output/redmob.io/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-165850,True,False,no_blocking
Hidden Information,mylife.com,20260210-151415,not found,../../browser_history_output/mylife.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-151415,True,False,no_blocking
Visual Prominence,mylife.com,20260210-151415,not found,../../browser_history_output/mylife.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-151415,True,False,no_blocking
Feedforward Ambiguity,mylife.com,20260210-151415,not found,../../browser_history_output/mylife.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-151415,True,False,no_blocking
Dead Ends,mylife.com,20260203-181656,not found,../../browser_history_output/mylife.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260203-181656,True,False,no_blocking
Creating Barriers,mylife.com,20260203-181656,found,../../browser_history_output/mylife.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260203-181656,True,False,no_blocking
Adding Steps,mylife.com,20260203-181656,not found,../../browser_history_output/mylife.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260203-181656,True,False,no_blocking
Privacy Mazes,mylife.com,20260203-181656,not found,../../browser_history_output/mylife.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260203-181656,True,False,no_blocking
Conflicting Information,mylife.com,20260209-011142,not found,../../browser_history_output/mylife.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-011142,True,False,no_blocking
Information Without Context,mylife.com,20260209-011142,found,../../browser_history_output/mylife.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-011142,True,False,no_blocking
Forced Registration,mylife.com,20260209-011142,not found,../../browser_history_output/mylife.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-011142,True,False,no_blocking
Bad Defaults,mylife.com,20260209-011142,not found,../../browser_history_output/mylife.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-011142,True,False,no_blocking
Choice Overload,mylife.com,20260209-011142,not found,../../browser_history_output/mylife.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-011142,True,False,no_blocking
Hidden Information,andrewswharton.com,20260212-212903,not found,../../browser_history_output/andrewswharton.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-212903,True,False,no_blocking
Visual Prominence,andrewswharton.com,20260212-212903,found,../../browser_history_output/andrewswharton.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-212903,True,False,no_blocking
Feedforward Ambiguity,andrewswharton.com,20260212-212903,found,../../browser_history_output/andrewswharton.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-212903,True,False,no_blocking
Dead Ends,andrewswharton.com,20260207-025231,found,../../browser_history_output/andrewswharton.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-025231,True,False,no_blocking
Creating Barriers,andrewswharton.com,20260207-025231,not found,../../browser_history_output/andrewswharton.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-025231,True,False,no_blocking
Adding Steps,andrewswharton.com,20260207-025231,not found,../../browser_history_output/andrewswharton.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-025231,True,False,no_blocking
Privacy Mazes,andrewswharton.com,20260207-025231,found,../../browser_history_output/andrewswharton.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-025231,True,False,no_blocking
Conflicting Information,andrewswharton.com,20260212-081003,not found,../../browser_history_output/andrewswharton.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-081003,True,True,automation_instability
Information Without Context,andrewswharton.com,20260212-081003,found,../../browser_history_output/andrewswharton.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-081003,True,True,automation_instability
Forced Registration,andrewswharton.com,20260212-081003,not found,../../browser_history_output/andrewswharton.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-081003,True,True,automation_instability
Bad Defaults,andrewswharton.com,20260212-081003,not found,../../browser_history_output/andrewswharton.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-081003,True,True,automation_instability
Choice Overload,andrewswharton.com,20260212-081003,not found,../../browser_history_output/andrewswharton.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-081003,True,True,automation_instability
Hidden Information,blackbaud.com,20260213-035245,not found,../../browser_history_output/blackbaud.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-035245,True,False,no_blocking
Visual Prominence,blackbaud.com,20260213-035245,found,../../browser_history_output/blackbaud.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-035245,True,False,no_blocking
Feedforward Ambiguity,blackbaud.com,20260213-035245,not found,../../browser_history_output/blackbaud.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-035245,True,False,no_blocking
Dead Ends,blackbaud.com,20260207-074044,not found,../../browser_history_output/blackbaud.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-074044,True,False,no_blocking
Creating Barriers,blackbaud.com,20260207-074044,found,../../browser_history_output/blackbaud.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-074044,True,False,no_blocking
Adding Steps,blackbaud.com,20260207-074044,found,../../browser_history_output/blackbaud.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-074044,True,False,no_blocking
Privacy Mazes,blackbaud.com,20260207-074044,found,../../browser_history_output/blackbaud.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-074044,True,False,no_blocking
Conflicting Information,blackbaud.com,20260212-143014,not found,../../browser_history_output/blackbaud.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-143014,True,False,no_blocking
Information Without Context,blackbaud.com,20260212-143014,not found,../../browser_history_output/blackbaud.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-143014,True,False,no_blocking
Forced Registration,blackbaud.com,20260212-143014,not found,../../browser_history_output/blackbaud.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-143014,True,False,no_blocking
Bad Defaults,blackbaud.com,20260212-143014,not found,../../browser_history_output/blackbaud.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-143014,True,False,no_blocking
Choice Overload,blackbaud.com,20260212-143014,not found,../../browser_history_output/blackbaud.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-143014,True,False,no_blocking
Hidden Information,richmediallc.com,20260211-090644,not found,../../browser_history_output/richmediallc.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-090644,True,False,no_blocking
Visual Prominence,richmediallc.com,20260211-090644,not found,../../browser_history_output/richmediallc.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-090644,True,False,no_blocking
Feedforward Ambiguity,richmediallc.com,20260211-090644,not found,../../browser_history_output/richmediallc.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-090644,True,False,no_blocking
Conflicting Information,richmediallc.com,20260209-191421,not found,../../browser_history_output/richmediallc.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-191421,True,False,no_blocking
Information Without Context,richmediallc.com,20260209-191421,not found,../../browser_history_output/richmediallc.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-191421,True,False,no_blocking
Forced Registration,richmediallc.com,20260209-191421,not found,../../browser_history_output/richmediallc.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-191421,True,False,no_blocking
Bad Defaults,richmediallc.com,20260209-191421,not found,../../browser_history_output/richmediallc.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-191421,True,False,no_blocking
Choice Overload,richmediallc.com,20260209-191421,not found,../../browser_history_output/richmediallc.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-191421,True,False,no_blocking
Hidden Information,malvernmedia.com,20260210-090456,not found,../../browser_history_output/malvernmedia.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-090456,True,False,no_blocking
Visual Prominence,malvernmedia.com,20260210-090456,not found,../../browser_history_output/malvernmedia.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-090456,True,False,no_blocking
Feedforward Ambiguity,malvernmedia.com,20260210-090456,not found,../../browser_history_output/malvernmedia.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-090456,True,False,no_blocking
Dead Ends,malvernmedia.com,20260203-113742,not found,../../browser_history_output/malvernmedia.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260203-113742,True,False,no_blocking
Creating Barriers,malvernmedia.com,20260203-113742,not found,../../browser_history_output/malvernmedia.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260203-113742,True,False,no_blocking
Adding Steps,malvernmedia.com,20260203-113742,not found,../../browser_history_output/malvernmedia.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260203-113742,True,False,no_blocking
Privacy Mazes,malvernmedia.com,20260203-113742,not found,../../browser_history_output/malvernmedia.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260203-113742,True,False,no_blocking
Conflicting Information,malvernmedia.com,20260208-194630,not found,../../browser_history_output/malvernmedia.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260208-194630,True,False,no_blocking
Information Without Context,malvernmedia.com,20260208-194630,not found,../../browser_history_output/malvernmedia.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260208-194630,True,False,no_blocking
Forced Registration,malvernmedia.com,20260208-194630,not found,../../browser_history_output/malvernmedia.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260208-194630,True,False,no_blocking
Bad Defaults,malvernmedia.com,20260208-194630,not found,../../browser_history_output/malvernmedia.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260208-194630,True,False,no_blocking
Choice Overload,malvernmedia.com,20260208-194630,not found,../../browser_history_output/malvernmedia.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260208-194630,True,False,no_blocking
Hidden Information,qualfon.com,20260211-044725,not found,../../browser_history_output/qualfon.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-044725,True,False,no_blocking
Visual Prominence,qualfon.com,20260211-044725,not found,../../browser_history_output/qualfon.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-044725,True,False,no_blocking
Feedforward Ambiguity,qualfon.com,20260211-044725,not found,../../browser_history_output/qualfon.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-044725,True,False,no_blocking
Dead Ends,qualfon.com,20260205-030647,not found,../../browser_history_output/qualfon.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-030647,True,False,no_blocking
Creating Barriers,qualfon.com,20260205-030647,not found,../../browser_history_output/qualfon.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-030647,True,False,no_blocking
Adding Steps,qualfon.com,20260205-030647,found,../../browser_history_output/qualfon.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-030647,True,False,no_blocking
Privacy Mazes,qualfon.com,20260205-030647,found,../../browser_history_output/qualfon.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-030647,True,False,no_blocking
Conflicting Information,qualfon.com,20260209-145532,found,../../browser_history_output/qualfon.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-145532,True,False,no_blocking
Information Without Context,qualfon.com,20260209-145532,not found,../../browser_history_output/qualfon.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-145532,True,False,no_blocking
Forced Registration,qualfon.com,20260209-145532,not found,../../browser_history_output/qualfon.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-145532,True,False,no_blocking
Bad Defaults,qualfon.com,20260209-145532,not found,../../browser_history_output/qualfon.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-145532,True,False,no_blocking
Choice Overload,qualfon.com,20260209-145532,not found,../../browser_history_output/qualfon.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-145532,True,False,no_blocking
Hidden Information,onaudience.com,20260210-191203,not found,../../browser_history_output/onaudience.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-191203,True,False,no_blocking
Visual Prominence,onaudience.com,20260210-191203,not found,../../browser_history_output/onaudience.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-191203,True,False,no_blocking
Feedforward Ambiguity,onaudience.com,20260210-191203,not found,../../browser_history_output/onaudience.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-191203,True,False,no_blocking
Dead Ends,onaudience.com,20260203-223844,not found,../../browser_history_output/onaudience.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260203-223844,True,False,no_blocking
Creating Barriers,onaudience.com,20260203-223844,not found,../../browser_history_output/onaudience.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260203-223844,True,False,no_blocking
Adding Steps,onaudience.com,20260203-223844,not found,../../browser_history_output/onaudience.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260203-223844,True,False,no_blocking
Privacy Mazes,onaudience.com,20260203-223844,not found,../../browser_history_output/onaudience.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260203-223844,True,False,no_blocking
Conflicting Information,onaudience.com,20260209-040158,not found,../../browser_history_output/onaudience.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-040158,True,False,no_blocking
Information Without Context,onaudience.com,20260209-040158,not found,../../browser_history_output/onaudience.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-040158,True,False,no_blocking
Forced Registration,onaudience.com,20260209-040158,not found,../../browser_history_output/onaudience.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-040158,True,False,no_blocking
Bad Defaults,onaudience.com,20260209-040158,not found,../../browser_history_output/onaudience.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-040158,True,False,no_blocking
Choice Overload,onaudience.com,20260209-040158,not found,../../browser_history_output/onaudience.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-040158,True,False,no_blocking
Hidden Information,awl.com,20260213-000756,not found,../../browser_history_output/awl.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-000756,True,False,no_blocking
Visual Prominence,awl.com,20260213-000756,not found,../../browser_history_output/awl.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-000756,True,False,no_blocking
Feedforward Ambiguity,awl.com,20260213-000756,not found,../../browser_history_output/awl.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-000756,True,False,no_blocking
Dead Ends,awl.com,20260207-052023,not found,../../browser_history_output/awl.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-052023,True,False,no_blocking
Creating Barriers,awl.com,20260207-052023,not found,../../browser_history_output/awl.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-052023,True,False,no_blocking
Adding Steps,awl.com,20260207-052023,not found,../../browser_history_output/awl.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-052023,True,False,no_blocking
Privacy Mazes,awl.com,20260207-052023,not found,../../browser_history_output/awl.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-052023,True,False,no_blocking
Conflicting Information,awl.com,20260212-112323,not found,../../browser_history_output/awl.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-112323,True,False,no_blocking
Information Without Context,awl.com,20260212-112323,not found,../../browser_history_output/awl.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-112323,True,False,no_blocking
Forced Registration,awl.com,20260212-112323,not found,../../browser_history_output/awl.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-112323,True,False,no_blocking
Bad Defaults,awl.com,20260212-112323,not found,../../browser_history_output/awl.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-112323,True,False,no_blocking
Choice Overload,awl.com,20260212-112323,not found,../../browser_history_output/awl.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-112323,True,False,no_blocking
Hidden Information,grayhairsoftware.com,20260211-214014,not found,../../browser_history_output/grayhairsoftware.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-214014,True,True,interaction_failure
Visual Prominence,grayhairsoftware.com,20260211-214014,not found,../../browser_history_output/grayhairsoftware.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-214014,True,True,interaction_failure
Feedforward Ambiguity,grayhairsoftware.com,20260211-214014,not found,../../browser_history_output/grayhairsoftware.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-214014,True,True,interaction_failure
Dead Ends,grayhairsoftware.com,20260205-224610,found,../../browser_history_output/grayhairsoftware.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-224610,True,False,no_blocking
Creating Barriers,grayhairsoftware.com,20260205-224610,not found,../../browser_history_output/grayhairsoftware.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-224610,True,False,no_blocking
Adding Steps,grayhairsoftware.com,20260205-224610,not found,../../browser_history_output/grayhairsoftware.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-224610,True,False,no_blocking
Privacy Mazes,grayhairsoftware.com,20260205-224610,not found,../../browser_history_output/grayhairsoftware.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-224610,True,False,no_blocking
