annotation_id,annotator,comments,confidence,created_at,data_broker,evidence,explanation_accuracy_percent,explanation_verification,file_path,id,lead_time,model,pattern_name,problems,prompting_strategy,rationale,review_status,status,task_completion,time_stamp,updated_at,verification
1531,1,"Evidence #1: incorrect. All section within a collapsible do not count as hidden information. 
Evidence #2: here is highlighted in bold and underscored. do not count as visual salience.",0.78,2026-01-06T00:50:54.156311Z,swoop.com,"Evidence Items:
1. Evidence #1
  • page_url: https://swoop.com/privacy-notice/
  • evidence_type: ui_behavior
  • raw_snippet: Your Privacy Rights ... If you are interested in exercising one or more of the rights outlined below, you can do any of the following: Click here Email us at privacyrights@swoop.com ... Contact us by U.S. postal mail ...
  • observed_ui_text: These instructions appear within a collapsible/accordion section that needed to be expanded ('Your Privacy Rights and Choices'), so they are not shown by default.
  • action_taken: Expanded the 'Your Privacy Rights and Choices' accordion on the Privacy Statement page.
  • dynamic_outcome: Instructions and the 'here' link only became visible after expanding.

2. Evidence #2
  • page_url: https://swoop.com/privacy-notice/
  • evidence_type: policy_text
  • raw_snippet: Click here
  • observed_ui_text: The actionable webform link is a small inline text link labeled 'here' within a paragraph, offering low visual salience.
  • action_taken: Reviewed the rights paragraph and located the inline 'here' link.
  • dynamic_outcome: Link is easy to overlook compared to a button.",,Correct,../browser_history_output/swoop.com/interface_interference_regulator_role_few_shot_scenarios/gpt-5/20260104-091352,5333,10344.687999999998,gpt-5,Hidden Information,,interface_interference_regulator_role_few_shot_scenarios,"Key instructions and the action link to exercise rights are not visible by default and are presented as a low-salience inline link, increasing the chance users overlook them.",,found,,20260104-091352,2026-01-06T00:50:54.156345Z,Incorrect
1668,1,,0.85,2026-01-06T08:34:48.936862Z,upscapital.com,"Evidence Items:
1. Evidence #1
  • page_url: https://privacyportal.onetrust.com/webform/cff9470e-ab7d-4e8a-8a45-14391b299f19/f3f16aeb-9070-4a81-816c-7b20e5ebd65a
  • evidence_type: ui_behavior
  • raw_snippet: Right to Access
You have the right to ask us for copies of your personal information we have collected.
  • observed_ui_text: The request type label and supporting text clearly map to the CCPA Right to Access.
  • action_taken: Viewed the request type description on the webform.
  • dynamic_outcome: Selection corresponds predictably to an access request workflow.",,Correct,../browser_history_output/upscapital.com/interface_interference_regulator_role_few_shot_scenarios/gpt-5/20260104-112049,5370,51.938,gpt-5,Feedforward Ambiguity,,interface_interference_regulator_role_few_shot_scenarios,Labels and destinations consistently map to the intended Right to Access action with no contradictory titles or redirects.,,not found,,20260104-112049,2026-01-06T08:34:48.936888Z,Correct
1648,1,I don't think the 'here' is low-salience. It is highlight in light blue and underscored. ,0.85,2026-01-06T08:16:29.020404Z,uplead.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.uplead.com/privacy/
  • evidence_type: policy_text
  • raw_snippet: To exercise the rights described above, please submit a verifiable Consumer request to us by clicking
here
  • observed_ui_text: The actionable pathway is a low-salience inline 'here' hyperlink embedded in paragraph text rather than a clear button or clearly labeled link.
  • action_taken: Scrolled to the California section to locate the submission instruction.
  • dynamic_outcome: Only a small inline link was provided to initiate the request.",,Incorrect,../browser_history_output/uplead.com/interface_interference_regulator_role_few_shot_scenarios/gpt-5/20260104-110309,5424,48.738,gpt-5,Hidden Information,,interface_interference_regulator_role_few_shot_scenarios,"The submission method is conveyed via a generic inline 'here' link within dense text, making the Right of Access pathway easy to overlook.",,found,,20260104-110309,2026-01-06T08:17:09.922199Z,Incorrect
1924,1,Wrong rationale.  This should classify under bad default. ,0.78,2026-01-12T08:04:15.381800Z,vendelux.com,"Evidence Items:
1. Evidence #1
  • page_url: https://vendelux.com/privacy-center/
  • evidence_type: ui_behavior
  • raw_snippet: |SHADOW(open)|*<select id=right_to_be_forgotten-... name=right_to_be_forgotten ... options=Update or Modify Professional ...|Update or Modify Professional ...|Request Access to Professional...|Request Removal of Professiona... />
  • observed_ui_text: The selector is internally labeled as 'right_to_be_forgotten' (deletion), yet it includes 'Request Access to Professional Information' (access) as an option.
  • action_taken: Opened Privacy Center and inspected the request-type dropdown options.
  • dynamic_outcome: Selecting 'Request Access to Professional Information' did not reveal additional guidance or fields.",,Incorrect,../browser_history_output/vendelux.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-194840,5441,115.676,gpt-5,Conflicting Information,Invisible links,sneaking_zero_shot_regulator_role,"The control's internal labeling suggests deletion while the visible options include access, creating inconsistent cues about the action's purpose.",,found,,20251212-194840,2026-01-12T08:04:15.381823Z,Incorrect
2041,1,,0.85,2026-01-18T02:15:50.009904Z,stackadapt.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.stackadapt.com/legal-document-centre/platform-and-services-privacy-policy
  • evidence_type: policy_text
  • raw_snippet: - Phone: (650) 999-3764 ext. 101
- Email: privacy@stackadapt.com
  • observed_ui_text: Policy lists consistent submission methods (email and phone) alongside the web form reference under rights section.
  • action_taken: Reviewed the Privacy Policy rights section and extracted contact methods.
  • dynamic_outcome: Submission methods appeared consistent across the policy and form.

2. Evidence #2
  • page_url: https://www.stackadapt.com/legal-document-centre/consumer-rights-web-form
  • evidence_type: ui_behavior
  • raw_snippet: Consumer Rights Web Form
First Name* ... Email Address* ... Country* ... State* ... Cookie ID* ... IP Address* ...
  • observed_ui_text: Form content clearly aligns with stated methods; no contradictory instructions about how to exercise access rights.
  • action_taken: Opened the web form and reviewed visible fields and instructions.
  • dynamic_outcome: No conflicts between form instructions and policy text were observed.",,Correct,../browser_history_output/stackadapt.com/sneaking_baseline_zero_shot/gpt-5/20251211-231211,5589,7.113,gpt-5,Conflicting Information,,sneaking_baseline_zero_shot,The policy and the web form provide consistent instructions and contact channels; no contradictory statements about access rights or procedures were detected.,,not found,,20251211-231211,2026-01-18T02:15:50.009985Z,Correct
2183,1,,0.8,2026-01-18T11:58:14.094131Z,stackadapt.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.stackadapt.com/legal-document-centre/consumer-rights-web-form
  • evidence_type: ui_behavior
  • raw_snippet: Cookies contain a unique ID ... click on ‘sa-user-id’ ... The Cookie Value is your unique ID.
Go to your “Wi-Fi Network” ... view your IP address.
  • observed_ui_text: The form provides contextual guidance on how to find the Cookie ID and IP Address, aiding discoverability.
  • action_taken: Reviewed helper text next to Cookie ID and IP Address fields.
  • dynamic_outcome: Helpful inline instructions visible; fields and Submit button are easy to find.

2. Evidence #2
  • page_url: https://www.stackadapt.com/legal-document-centre/platform-and-services-privacy-policy
  • evidence_type: policy_text
  • raw_snippet: ""Exercising Your Rights"" ... web form ... Phone: (650) 999-3764 ext. 101 ... Email: privacy@stackadapt.com
  • observed_ui_text: The policy includes clear ways to exercise rights and locate the form.
  • action_taken: Scrolled to 'Exercising Your Rights' and noted listed channels.
  • dynamic_outcome: Clear navigation path to the web form and contact methods.",,Correct,../browser_history_output/stackadapt.com/sneaking_baseline_zero_shot/gpt-5/20251211-231211,5590,2.518,gpt-5,Information Without Context,,sneaking_baseline_zero_shot,Relevant controls and instructions for the Right of Access are discoverable and include contextual guidance; no obfuscation or hiding of controls was seen.,,not found,,20251211-231211,2026-01-18T11:58:14.094179Z,Correct
1923,1,Not sure. The judgement depend on the except clause 'AUTHORIZED BY YOU OR OTHERWISE ALLOWED OR REQUIRED BY LAW.' So the question is 'does ccpa allow company sell personal information for business purpose'.,0.76,2026-01-12T07:58:34.146739Z,usmarketinggrp.com,"Evidence Items:
1. Evidence #1
  • page_url: https://usmarketinggrp.com/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: WE RESPECT YOUR PRIVACY AND WE WILL NOT SELL OR SHARE YOUR INFORMATION EXCEPT AS AUTHORIZED BY YOU OR OTHERWISE ALLOWED OR REQUIRED BY LAW.
  • observed_ui_text: Intro statement suggests they will not sell or share information (except as authorized or required by law).
  • action_taken: Reviewed the opening section of the Privacy Policy.
  • dynamic_outcome: Sets expectation that sale/sharing will not occur except under limited conditions.

2. Evidence #2
  • page_url: https://usmarketinggrp.com/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: In the last twelve (12) months, we have sold the categories below of personal information for a business purpose: ... personal identifiers, protected classification characteristics, commercial information, biometric information, internet or other electronic network activity information, geolocation, professional or employment information, geolocation information, unique personal identifiers and inferences or conclusions drawn from personal information.
  • observed_ui_text: Later text explicitly states they have sold categories of personal information in the last 12 months.
  • action_taken: Scrolled and read the Sharing/Sales sections of the Privacy Policy.
  • dynamic_outcome: User receives mixed messages about sale/sharing practices.",,Incorrect,../browser_history_output/usmarketinggrp.com/sneaking_baseline_zero_shot/gpt-5/20251212-071851,5607,538.714,gpt-5,Conflicting Information,,sneaking_baseline_zero_shot,"The policy’s opening assurance about not selling or sharing information conflicts with later statements acknowledging personal information sales in the last 12 months, creating uncertainty about actual practices.",,found,,20251212-071851,2026-01-12T07:58:34.146761Z,Incorrect
1967,1,,0.9,2026-01-14T07:22:34.752864Z,veeva.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.veeva.com/privacy/do-not-sell-share/
  • evidence_type: policy_text
  • raw_snippet: ""If you are a consumer, healthcare provider, healthcare professional or related stakeholder and wish to opt out of the use of your personal information as described below, or if you wish to exercise your privacy rights, click here.""
  • observed_ui_text: The anchor text 'click here' is non-descriptive and does not indicate destination or action scope, reducing discoverability and context.
  • action_taken: Reviewed the Do Not Sell/Share page text and link labels.
  • dynamic_outcome: User must click to learn the destination/intent of the link.

2. Evidence #2
  • page_url: https://www.veeva.com/privacy/do-not-sell-share/
  • evidence_type: policy_text
  • raw_snippet: ""Click here to exercise your privacy choices. You may also contact us toll-free at 1 (877) 807-3230.""
  • observed_ui_text: Repeated use of 'Click here' without descriptive link text.
  • action_taken: Scrolled and extracted repeated paragraphs containing submission wording.
  • dynamic_outcome: Ambiguity persists until after clicking.",,Incorrect,../browser_history_output/veeva.com/sneaking_baseline_zero_shot/gpt-5/20251212-074414,5623,36.951,gpt-5,Information Without Context,,sneaking_baseline_zero_shot,"Multiple submission links use vague 'click here' anchor text, which limits discoverability and context of the action, matching 'Information Without Context'.",,found,,20251212-074414,2026-01-20T08:08:10.602206Z,Correct
2145,1,,0.78,2026-01-18T09:25:30.778583Z,upscapital.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.ups.com/us/en/support/shipping-support/legal-terms-conditions/california-privacy-rights
  • evidence_type: policy_text
  • raw_snippet: “You may request to exercise the foregoing rights by:
- Submitting a request through the UPS Privacy Webform.
- Calling us toll-free at 888-912-9055.”
  • observed_ui_text: Submission methods are explicitly identified with direct link and phone number in the rights page.
  • action_taken: Scrolled and reviewed the CA rights page for instructions.
  • dynamic_outcome: The webform link was discoverable and functional.

2. Evidence #2
  • page_url: https://upscapital.com/privacy-notice
  • evidence_type: policy_text
  • raw_snippet: Footer links include “Your California Privacy Rights,” “Privacy Notice,” “Cookie Settings,” and “Do Not Sell or Share My Personal Information.”
  • observed_ui_text: Relevant links are visible and take the user to the detailed rights page.
  • action_taken: Navigated the UPS Capital Privacy Notice and used footer link to CA rights page.
  • dynamic_outcome: User can reach methods without hidden or obscured controls.",,Correct,../browser_history_output/upscapital.com/sneaking_baseline_zero_shot/gpt-5/20251212-063806,5692,3.033,gpt-5,Information Without Context,,sneaking_baseline_zero_shot,Links to rights information and the submission portal are visible and lead directly to actionable instructions; no deliberate reduction of discoverability was observed.,,not found,,20251212-063806,2026-01-18T09:25:30.778606Z,Correct
2196,1,,0.85,2026-01-18T12:16:03.205483Z,unearthcampaigns.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.unearthcampaigns.com/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: You can submit a request to know, correct, and delete your Personal Information through our online form (/right-to-know) or call our toll-free number at 855-456-2646.
  • observed_ui_text: The policy explicitly lists a webform with a visible link and a toll-free phone method.
  • action_taken: Reviewed the Additional Notice section of the Privacy Policy and scrolled to find submission instructions.
  • dynamic_outcome: Link to /right-to-know was clickable and navigable.

2. Evidence #2
  • page_url: https://www.unearthcampaigns.com/right-to-know/
  • evidence_type: ui_behavior
  • raw_snippet: Request to Know, Correct,  Delete and Appeal
  • observed_ui_text: The form and request-type options are visible in the main content with standard labels and color contrast.
  • action_taken: Opened the form page and selected the 'Request to Know' radio option.
  • dynamic_outcome: Form fields remained visible with required markers; no additional hidden sections needed to be expanded.",,Correct,../browser_history_output/unearthcampaigns.com/interface_interference_regulator_role_few_shot_scenarios_only2/gpt-5/20260114-054522,5774,3.067,gpt-5,Hidden Information,,interface_interference_regulator_role_few_shot_scenarios_only2,Instructions and links to exercise the Right to Know are clearly presented and clickable; the form content is visible without hidden or disguised elements.,,not found,,20260114-054522,2026-01-18T12:16:03.205504Z,Correct
2200,1,,0.86,2026-01-18T12:17:40.047882Z,upscapital.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.ups.com/us/en/support/shipping-support/legal-terms-conditions/california-privacy-rights
  • evidence_type: policy_text
  • raw_snippet: ""You may request to exercise the foregoing rights by:""
  • observed_ui_text: Clear section heading introducing methods to exercise rights.
  • action_taken: Reviewed the California Privacy Rights page content and scrolled to the 'Requests to Exercise Your Rights' section.
  • dynamic_outcome: Methods were clearly visible on page without additional interactions.

2. Evidence #2
  • page_url: https://www.ups.com/us/en/support/shipping-support/legal-terms-conditions/california-privacy-rights
  • evidence_type: policy_text
  • raw_snippet: ""Submitting a request through the UPS Privacy Webform"" and ""Calling us toll-free at 888-912-9055.""
  • observed_ui_text: The webform link is standard inline hyperlink and the phone number is explicitly listed; not visually disguised.
  • action_taken: Inspected visible link text and surrounding instructions.
  • dynamic_outcome: Clickable 'UPS Privacy Webform' link navigates to OneTrust form.

3. Evidence #3
  • page_url: https://www.ups.com/us/en/support/shipping-support/legal-terms-conditions/california-privacy-rights
  • evidence_type: policy_text
  • raw_snippet: ""You also may write to us at: UPS Corporate Headquarters Attention: Global Privacy Manager 55 Glenlake Parkway, NE Atlanta, GA 30328 United States""
  • observed_ui_text: Postal mail method is fully spelled out on the same page.
  • action_taken: Reviewed the page content where mailing address appears.
  • dynamic_outcome: No extra clicks needed to reveal address.",,Correct,../browser_history_output/upscapital.com/interface_interference_regulator_role_few_shot_scenarios_only2/gpt-5/20260114-062644,5804,2.527,gpt-5,Hidden Information,,interface_interference_regulator_role_few_shot_scenarios_only2,"Submission methods and actionable links are clearly presented with standard hyperlinks and headings. No evidence of disguised links, hidden collapsible sections, or omission of applicable methods within the rights section.",,not found,,20260114-062644,2026-01-18T12:17:40.047906Z,Correct
2122,1,,0.7,2026-01-18T05:54:13.260034Z,spyfly.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.spyfly.com/help-center/privacy
  • evidence_type: policy_text
  • raw_snippet: How to Submit a Request Under the CCPA
California residents that wish to exercise any of the above data rights under the CCPA may submit a request that specifies the right(s) they wish to invoke by completing the form here.
To process your request, We may require that you submit the following information in conjunction with your request: your first name, last name, order number, email address, and a California address.
  • observed_ui_text: The section is clearly labeled, provides a direct link to the request form, and lists the information that may be required, reducing ambiguity about where to act.
  • action_taken: Reviewed the California CCPA section and the immediate surrounding instructions and link placement.
  • dynamic_outcome: Clear linkage and context were present; the only obstacle encountered later was Cloudflare verification, which is not a dark pattern per instructions.",,Correct,../browser_history_output/spyfly.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-060037,5903,22.552,gpt-5,Information Without Context,Block by reCAPTCHA,sneaking_regulator_role_few_shot_scenarios,"The CCPA submission path is contextually presented with a clear section title and a direct link; although the webform page was blocked by Cloudflare, the instructions themselves are not vague, mislabeled, or out of context.",,not found,,20260117-060037,2026-01-18T05:54:13.260055Z,Correct
2164,1,,0.7,2026-01-18T11:36:32.409024Z,swoop.com,"Evidence Items:
1. Evidence #1
  • page_url: https://swoop.com/your-privacy-choices/
  • evidence_type: ui_behavior
  • raw_snippet: Your Privacy Rights
... Access or Request to Know ...
  • observed_ui_text: Access/Right to Know is clearly labeled among the rights options in the DSAR iframe.
  • action_taken: Navigated to 'Your Privacy Choices', located the DSAR iframe, and reviewed visible tiles.
  • dynamic_outcome: The access pathway is discoverable via a clearly labeled tile.

2. Evidence #2
  • page_url: https://swoop.com/privacy-notice/
  • evidence_type: policy_text
  • raw_snippet: privacyrights@swoop.com ... (and a 'here' link directing to Your Privacy Choices) ... 228 Park Ave S PMB 924225, New York, NY 10003, ATTN: PRIVACY OFFICER
  • observed_ui_text: Privacy Notice provides multiple, plainly labeled submission channels including a link to the webform, email, and postal mail.
  • action_taken: Reviewed 'Your Privacy Rights and Choices' in the Privacy Notice.
  • dynamic_outcome: Information was placed where expected under privacy rights and linked appropriately.",,Correct,../browser_history_output/swoop.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-074224,5906,95.393,gpt-5,Information Without Context,,sneaking_regulator_role_few_shot_scenarios,"Access instructions and pathways were labeled and linked in expected places; no evidence of misleading labels, fragmentation without cross-reference, or omission preventing discovery.",,not found,,20260117-074224,2026-01-18T11:36:32.409054Z,Correct
2088,1,,0.9,2026-01-18T03:43:06.743033Z,usdatacorporation.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.usdatacorporation.com/opt-out
  • evidence_type: ui_behavior
  • raw_snippet: OPT-OUT
  • observed_ui_text: The page is titled 'OPT-OUT', framing the page as opt-out only.
  • action_taken: Navigated to the Opt-Out webform from site navigation/footer and inspected the page header.
  • dynamic_outcome: Despite the 'Opt-Out' title, the same page includes an Access/Right to Know option.

2. Evidence #2
  • page_url: https://www.usdatacorporation.com/opt-out
  • evidence_type: ui_behavior
  • raw_snippet: I request data access to all my personal information
  • observed_ui_text: This is an Access/Right to Know option present on the 'Opt-Out' page.
  • action_taken: Reviewed the request-type options within the embedded form.
  • dynamic_outcome: Access option co-located with opt-out options on a page labeled 'Opt-Out', creating contradictory framing.",,Correct,../browser_history_output/usdatacorporation.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-094230,5926,23.982,gpt-5,Conflicting Information,,sneaking_regulator_role_few_shot_scenarios,"The interface simultaneously presents the page as exclusively for opting out ('OPT-OUT') while including a specific option to request data access (Right to Know), creating contradictory signals about whether users are in the correct location for an access request.",,found,,20260117-094230,2026-01-18T03:43:06.743058Z,Correct
2680,1,"Evidence #1: correct. 'Residents of California' do not have submission methods
Evidence #2: incorrect. There is no 'https://www.veeva.com/veeva-id/' link visitable from homepage. Where agent fount this page is unclear. 
The correct rationale is 'User cannot find how to submit an access request from the section that appears to cover California rights.' and the 'The actual submission mechanism exists under “Your Controls” There is no cross-reference between the two sections'",0.78,2026-01-20T08:07:38.971353Z,veeva.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.veeva.com/privacy/
  • evidence_type: interaction_obstacle
  • raw_snippet: None
  • observed_ui_text: Within the expanded 'Residents of California' section, only CCPA metrics and disclosures were visible; no explicit instructions or links for how to submit a Right of Access request were surfaced despite searches for 'exercise' and 'submit a request'.
  • action_taken: Expanded the 'Residents of California' accordion; scrolled repeatedly; used in-page search; attempted content extraction which returned truncated segments.
  • dynamic_outcome: User cannot find how to submit an access request from the section that appears to cover California rights.

2. Evidence #2
  • page_url: https://www.veeva.com/veeva-id/
  • evidence_type: policy_text
  • raw_snippet: If you wish to exercise your privacy rights, email VeevaID.Support@veeva.com. You may also exercise your rights by calling us (free of charge) at 1 (877) 807-3230.
  • observed_ui_text: Actionable submission methods are presented on a separate VeevaID Privacy Notice, not surfaced from the main Privacy page’s California section, reducing discoverability for a user starting at the main policy.
  • action_taken: Opened the VeevaID Privacy Notice via site search; expanded 'Your Controls' and 'Jurisdiction-Specific Disclosures'.
  • dynamic_outcome: Submission methods only became clear after navigating to a different notice, not from the California section of the main policy.",,Partial,../browser_history_output/veeva.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-101506,5936,1145.687,gpt-5,Information Without Context,Hallucinations,sneaking_regulator_role_few_shot_scenarios,"The California section of the main Privacy page did not provide submission instructions or links, while the actionable methods appeared only on a separate VeevaID notice; this placement reduces discoverability and context for exercising the Right of Access from the expected California section.",,found,,20260117-101506,2026-01-20T08:07:38.971373Z,Correct
2092,1,,0.86,2026-01-18T04:05:15.361445Z,usmarketinggrp.com,"Evidence Items:
1. Evidence #1
  • page_url: https://usmarketinggrp.com/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: Exercising Access, Data Portability, and Deletion Rights
""To exercise the access, data portability, and deletion rights described above, please submit a verifiable consumer request to us by calling us at 866-581-4810, Ext 102, or by filling out the request in the below email link: privacy@usmarketinggrp.com.""
  • observed_ui_text: Policy clearly lists consistent phone and email submission methods for access-related rights; no conflicting instructions or differing numbers observed.
  • action_taken: Reviewed the Privacy Policy and extracted the Exercising Access/Data Portability/Deletion section; searched page for phone/email references.
  • dynamic_outcome: Consistent single phone number and single email displayed; no alternate or contradictory method statements found.

2. Evidence #2
  • page_url: https://usmarketinggrp.com/privacy-policy/
  • evidence_type: ui_behavior
  • raw_snippet: Sidebar heading: ""Opt-Out Form"" with fields (First Name, Last Name, Full Address, Phone, Email, Message) and submit button labeled ""Submit"".
  • observed_ui_text: The form is labeled Opt-Out and is not presented in the policy text as a designated method for exercising access rights, avoiding conflict with the listed phone/email methods.
  • action_taken: Scrolled the Privacy Policy page and inspected the visible sidebar form and its labels.
  • dynamic_outcome: No instructions suggesting the Opt-Out form is for Access; no contradictions with the policy submission methods.",,Correct,../browser_history_output/usmarketinggrp.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-154046,5950,127.765,gpt-5,Conflicting Information,,sneaking_few_shot_regulator_role_with_CoT,"Across the inspected pages, the access submission instructions consistently specify a phone number and an email address. No contradictory numbers, prohibition of email, or webform-only mandates were observed.",,not found,,20260117-154046,2026-01-18T04:05:15.361468Z,Correct
2053,1,,0.9,2026-01-18T02:35:35.989604Z,statsocial.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.statsocial.com/privacy-policy
  • evidence_type: policy_text
  • raw_snippet: California residents have the right to request that we disclose what categories of your personal information that we collect, use, or sell. You may exercise this right on our website [here](https://www.statsocial.com/datarequest) or by contacting us toll-free at 1 (800) 793-6855. You may also request the specific pieces of personal information that we have collected from you.
  • observed_ui_text: Policy clearly lists webform and phone methods for the Right to Access/Know.
  • action_taken: Scrolled to California section and extracted submission sentences.
  • dynamic_outcome: Submission paths listed matched the DSAR form capabilities.

2. Evidence #2
  • page_url: https://www.statsocial.com/datarequest
  • evidence_type: ui_behavior
  • raw_snippet: Please provide me with a list of categories of the personal information you have collected about me in the last 12 months.
Please provide me with the specific pieces of personal information you have collected about me in the last 12 months.
  • observed_ui_text: Form includes explicit options for categories and specific pieces, consistent with Right to Know/Access.
  • action_taken: Opened the DSAR form and reviewed available request-type checkboxes.
  • dynamic_outcome: Options align with policy-stated access rights.",,Incorrect,../browser_history_output/statsocial.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-125052,5974,3.692,gpt-5,Conflicting Information,,sneaking_few_shot_regulator_role_with_CoT,"The Privacy Policy directs users to a DSAR webform and phone number for exercising access rights, and the DSAR form provides matching options for categories and specific pieces, indicating no contradiction between instruction and UI.",,not found,,20260117-125052,2026-01-18T02:35:35.989631Z,Incorrect
2117,1,,0.65,2026-01-18T05:45:22.248719Z,ventiveiq.com,"Evidence Items:
1. Evidence #1
  • page_url: https://ventiveiq.com/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: Right to Know ... Residents of the USA may submit such requests via this webform or email to privacy@ventiveiq.com.
  • observed_ui_text: Policy clearly lists both a webform and an email as methods to exercise Right to Know/Access.
  • action_taken: Reviewed the 'Your Privacy Rights and Choices' section and captured the submission instruction lines.
  • dynamic_outcome: Submission methods appear consistent across listed rights.

2. Evidence #2
  • page_url: https://privacyportal.privacypillar.com/dsar/form?orgid=0c31c814-ea86-461f-...fe939be
  • evidence_type: ui_behavior
  • raw_snippet: Select request type(s): Data Processing; Data Portability; Opt out; Update Data; Info Request; Data Deletion
  • observed_ui_text: The form presents multiple request-type options; while ambiguous, no explicit contradiction with policy text was observed.
  • action_taken: Opened the DSAR webform from the policy and inspected available request-type options.
  • dynamic_outcome: Form allows selecting a request type and filling fields without indicating that Access is disallowed.",,Incorrect,../browser_history_output/ventiveiq.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-171957,5992,13.084,gpt-5,Conflicting Information,,sneaking_few_shot_regulator_role_with_CoT,"The policy points to a webform and email for exercising Right to Know/Access, and the DSAR form provides a general mechanism to submit a privacy request. Although labels are ambiguous, we did not observe a direct contradiction between instructions and the interface.",,not found,,20260117-171957,2026-01-18T05:45:22.248741Z,Incorrect
2089,1,,0.78,2026-01-18T03:43:19.149254Z,usdatacorporation.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.usdatacorporation.com/opt-out
  • evidence_type: ui_behavior
  • raw_snippet: OPT-OUT (page title)
...
I request data access to all my personal information
  • observed_ui_text: The page is prominently titled 'OPT-OUT', but within the same form it offers an option 'I request data access to all my personal information' for a Right to Access/Know request.
  • action_taken: Navigated to the Opt-Out page via site navigation and inspected the visible request options on the form.
  • dynamic_outcome: Contradictory framing between page title ('Opt-Out') and the availability of an Access request option created uncertainty about whether this is the correct interface for a Right of Access request.",,Correct,../browser_history_output/usdatacorporation.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-152644,5998,9.535,gpt-5,Conflicting Information,,sneaking_few_shot_regulator_role_with_CoT,The same page is labeled 'Opt-Out' while offering a Right to Access request option. This contradiction between page framing and available action can make users unsure whether they are in the correct place to exercise an access request.,,found,,20260117-152644,2026-01-18T03:43:19.149276Z,Correct
2133,1,,0.86,2026-01-18T07:06:48.233429Z,vendelux.com,"Evidence Items:
1. Evidence #1
  • page_url: https://vendelux.com/privacy/
  • evidence_type: policy_text
  • raw_snippet: XII. California Privacy Rights
California residents can request details about any sharing of their personal information by Vendelux with third parties for direct marketing purposes. To submit a request, please contact us by mail or email at the address listed under “Contact Us” below.
  • observed_ui_text: California-specific section focuses on 'sharing for direct marketing' and instructs only mail or email, omitting the Privacy Center webform and broader CCPA access exercise context.
  • action_taken: Scrolled to the 'California Privacy Rights' section and reviewed submission instructions.
  • dynamic_outcome: From this section alone, a user would not discover the DSAR webform for access requests; they must search elsewhere in the policy or site.

2. Evidence #2
  • page_url: https://vendelux.com/privacy/
  • evidence_type: policy_text
  • raw_snippet: XVI. Contact Us
For questions or concerns regarding this Privacy Policy or our privacy practices, please contact us at:
Vendelux, Inc.
Attn: Privacy
115 West 30th Street, Suite 600
New York, NY 10001
Email: privacy@vendelux.com
  • observed_ui_text: Submission methods (mail/email) appear in Contact Us rather than within a dedicated California rights exercise section; no cross-reference here to the Privacy Center webform that handles access requests.
  • action_taken: Reviewed the Contact Us section for submission methods referenced earlier.
  • dynamic_outcome: Users relying on the California section are led to generic mail/email contact, not the DSAR webform.

3. Evidence #3
  • page_url: https://vendelux.com/privacy-center/
  • evidence_type: ui_behavior
  • raw_snippet: None
  • observed_ui_text: Privacy Center presents a DSAR form with a request-type option explicitly labeled 'Request Access to Professional Information'.
  • action_taken: Navigated from Privacy Policy to Privacy Center via the visible 'Privacy Center' link.
  • dynamic_outcome: The actual interactive method to submit Access is located on a separate page not referenced in the 'California Privacy Rights' section’s instructions.",,Correct,../browser_history_output/vendelux.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-162448,6008,342.019,gpt-5,Information Without Context,,sneaking_few_shot_regulator_role_with_CoT,"The 'California Privacy Rights' section provides incomplete guidance limited to mail/email for direct-marketing sharing requests and does not mention the Privacy Center webform that actually supports Access requests, placing critical submission information out of context and reducing discoverability for exercising the Right of Access.",,found,,20260117-162448,2026-01-18T07:06:48.233451Z,Correct
